,date,line,tweet,stop,restart,tweet_preprocess
1431,2019-11-08 20:52:02-05:00,stm_Jaune,"[Interruption en cours]   Pour une raison indépendante de notre volonté, nous devons prolonger l'interruption de service jusqu'à 21h30. 1 3",1,0,interruption cours pour raison indépendante notre volonté nous devons prolonger l'interruption service jusqu'à
1432,2019-11-08 20:57:04-05:00,stm_Verte,Reprise graduelle du service sur la ligne VERTE.  #stminfo  O 1,1,0,reprise graduelle service ligne
1433,2019-11-08 20:57:12-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  J 2,1,0,reprise graduelle service ligne
1434,2019-11-08 20:57:34-05:00,stm_Jaune,Reprise graduelle du service sur la ligne JAUNE.  #stminfo  J 1 1,1,0,reprise graduelle service ligne
1435,2019-11-08 21:06:32-05:00,stm_Verte,Service normal du métro sur la ligne VERTE.  #stminfo  O 1,0,1,service normal métro ligne
1436,2019-11-08 21:06:37-05:00,stm_Orange,Service normal du métro sur la ligne ORANGE.  #stminfo  S 1,0,1,service normal métro ligne
1437,2019-11-08 21:06:41-05:00,stm_Jaune,Service normal du métro  #stminfo  C 1,0,1,service normal métro
1438,2019-11-11 07:15:20-05:00,stm_Orange,"[Station Côte-Vertu]   Suivant la fin des travaux de remise à neuf de la membrane d'étanchéité à la station Côte-Vertu, tous les arrêts bus situés autour de la station sont de retour à leur emplacement régulier dès aujourd'hui!  http://ow.ly/YAGB50x4hsS http:// 8",0,0,station côte-vertu suivant travaux remise neuf membrane d'étanchéité station côte-vertu tous arrêts situés autour station sont retour leur emplacement régulier aujourd'hui
1439,2019-11-14 06:29:35-05:00,stm_Orange,Aucun arrêt des trains sur la ligne ORANGE à la station Square-Victoria-OACI.  #stminfo  Q 1 1,0,0,aucun arrêt trains ligne station square-victoria-oaci
1440,2019-11-14 06:33:32-05:00,stm_Orange,Arrêt ligne ORANGE entre L-Groulx et Berri-UQAM. Infiltration d'eau. Reprise prévue vers 7h10.  #stminfo  W 5 1,1,0,arrêt ligne entre l-groulx berri-uqam infiltration d'eau reprise prévue vers
1441,2019-11-14 06:56:40-05:00,stm_Orange,Arrêt prolongé ligne ORANGE entre L-Groulx et Berri-UQAM. Infiltration d'eau. Reprise prévue vers 9h00.  #stminfo  S 13 17 4,1,0,arrêt prolongé ligne entre l-groulx berri-uqam infiltration d'eau reprise prévue vers
1442,2019-11-14 07:01:30-05:00,stm_Orange,Le service est maintenu de Montmorency à Berri-UQAM. Il est aussi maintenu de Lionel-Groulx à Côte-Vertu. Seulement le tronçon Berri-UQAM à Lionel-Groulx de la ligne Orange est en interruption.,1,0,service maintenu montncy berri-uqam aussi maintenu lionel-groulx côte-vertu seulement tronçon berri-uqam lionel-groulx ligne orange interruption
1443,2019-11-14 07:06:11-05:00,stm_Orange,"Le service est maintenu, cependant, il est possible qu'il soit au ralenti en raison de l'achalandage.",0,0,service maintenu cependant possible qu'il soit ralenti raison l'achalandage
1444,2019-11-14 08:08:28-05:00,stm_Orange,Arrêt prolongé ligne ORANGE entre L-Groulx et Berri-UQAM. Infiltration d'eau. Reprise prévue vers 12h00.  #stminfo  X 10 35 11,1,0,arrêt prolongé ligne entre l-groulx berri-uqam infiltration d'eau reprise prévue vers
1445,2019-11-14 08:12:30-05:00,stm_Orange,[Interruption en cours]   L'interruption de service en cours entre les stations Lionel-Groulx et Berri-UQAM est prolongée. L'interruption est causée par un bris d'aqueduc de la ville de Montréal près de la station Square-Victoria-OACI.  https://twitter.com/stm_Orange/status/1194965320378789888… https:// tus/1194965320378789888 …  Arrêt prolongé ligne ORANGE entre L-Groulx et Berri-UQAM. Infiltration d'eau. Reprise prévue vers 12h00.  #stminfo  X 6 12 6,1,0,interruption cours l'interruption service cours entre stations lionel-groulx berri-uqam prolongée l'interruption causée bris d'aqueduc ville montréal près station square-victoria-oaci tus1194965320378789888 arrêt prolongé ligne entre l-groulx berri-uqam infiltration d'eau reprise prévue vers
1446,2019-11-14 08:58:39-05:00,stm_Orange,"[État du service métro]   En raison de l'interruption de service de Berri-UQAM à Lionel-Groulx sur la ligne Orange, des délais et un fort achalandage sont à prévoir sur le reste du réseau métro. Merci de votre compréhension.  [Interruption en cours]   L'interruption de service en cours entre les stations Lionel-Groulx et Berri-UQAM est prolongée. L'interruption est causée par un bris d'aqueduc de la ville de Montréal près de la station Square-Victoria-OACI.  https://twitter.com/stm_Orange/status/1194965320378789888… https:// tus/1194965320378789888 … 1 5 4",1,0,état service métro raison l'interruption service berri-uqam lionel-groulx ligne orange délais fort achalandage sont prévoir reste réseau métro merci votre compréhension interruption cours l'interruption service cours entre stations lionel-groulx berri-uqam prolongée l'interruption causée bris d'aqueduc ville montréal près station square-victoria-oaci tus1194965320378789888
1447,2019-11-14 09:16:03-05:00,stm_Orange,La station est inondée. Le service est interrompu de Berri-UQAM à Lionel-Groulx. Vous ne pourrez pas prendre le métro sur ce tronçon.,0,0,station inondée service interrompu berri-uqam lionel-groulx vous pourrez prendre métro tronçon
1448,2019-11-14 11:10:33-05:00,stm_Orange,Arrêt prolongé ligne ORANGE entre L-Groulx et Berri-UQAM. Infiltration d'eau. Reprise prévue vers 15h00.  #stminfo  S 2 17 4,1,0,arrêt prolongé ligne entre l-groulx berri-uqam infiltration d'eau reprise prévue vers
1449,2019-11-14 11:27:43-05:00,stm_Orange,[Interruption en cours]   La fuite a été colmatée. Nos équipes travaillent fort afin que nous puissions reprendre le service pour la pointe de ce soir. Nous vous remercions de votre patience.  https://twitter.com/stm_Orange/status/1195011143514968064… https:// tus/1195011143514968064 …  Arrêt prolongé ligne ORANGE entre L-Groulx et Berri-UQAM. Infiltration d'eau. Reprise prévue vers 15h00.  #stminfo  S 2 3 3,1,0,interruption cours fuite colmatée équipes travaillent fort afin nous puissions reprendre service pour pointe soir nous vous remercions votre patience tus1195011143514968064 arrêt prolongé ligne entre l-groulx berri-uqam infiltration d'eau reprise prévue vers
1450,2019-11-14 12:28:18-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  K 2 8 10,1,0,reprise graduelle service ligne
1451,2019-11-14 12:32:00-05:00,stm_Orange,Aucun arrêt des trains sur la ligne ORANGE à la station Square-Victoria-OACI.  #stminfo  Z 1 1,0,0,aucun arrêt trains ligne station square-victoria-oaci
1452,2019-11-14 12:32:52-05:00,stm_Orange,[État du service métro]   Reprise graduelle du service entre les stations Berri-UQAM et Lionel-Groulx. La station Square-Victoria demeure fermée. Des délais et un fort achalandage sont à prévoir dans les deux directions. Merci de votre compréhension.  Reprise graduelle du service sur la ligne ORANGE.  #stminfo  K 2 17 15,1,0,état service métro reprise graduelle service entre stations berri-uqam lionel-groulx station square-victoria demeure fermée délais fort achalandage sont prévoir dans deux directions merci votre compréhension reprise graduelle service ligne
1453,2019-11-14 12:57:02-05:00,stm_Orange,"Bonjour, nous ne pouvons pour le moment pas donner un estimé d'heure de réouverture de la station. Continuez à nous suivre pour recevoir les informations sur la situation en temps réel!",0,0,bonjour nous pouvons pour moment donner estimé d'heure réouverture station continuez nous suivre pour recevoir informations situation temps réel
1454,2019-11-14 13:05:10-05:00,stm_Orange,"[Station Square-Victoria-OACI]   Malgré la reprise de service graduelle, la station demeure fermée. Nos équipes s'affairent au nettoyage. Pour ceux qui transitent habituellement par cette station, nous vous recommandons la station Bonaventure.  https://twitter.com/stm_Orange/status/1195031861073993728… https:// tus/1195031861073993728 …  [État du service métro]   Reprise graduelle du service entre les stations Berri-UQAM et Lionel-Groulx. La station Square-Victoria demeure fermée. Des délais et un fort achalandage sont à prévoir dans les deux directions. Merci de votre compréhension.  https://twitter.com/stm_Orange/status/1195030710517719045… https:// tus/1195030710517719045 … 7 4",1,0,station square-victoria-oaci malgré reprise service graduelle station demeure fermée équipes s'affairent nettoyage pour ceux transitent habituellement cette station nous vous recommandons station bonaventure tus1195031861073993728 état service métro reprise graduelle service entre stations berri-uqam lionel-groulx station square-victoria demeure fermée délais fort achalandage sont prévoir dans deux directions merci votre compréhension tus1195030710517719045
1455,2019-11-14 13:23:14-05:00,stm_Orange,"Bonjour, oui le service est revenu à la normale sur la ligne Orange mais les trains n'arrêtent pas à la station Square-Victoria pour le moment. 1",0,0,bonjour service revenu normale ligne orange mais trains n'arrêtent station square-victoria pour moment
1456,2019-11-14 13:28:39-05:00,stm_Orange,Aucun arrêt des trains sur la ligne ORANGE à la station Square-Victoria-OACI.  #stminfo  C 1 3 3,0,0,aucun arrêt trains ligne station square-victoria-oaci
1457,2019-11-14 14:02:16-05:00,stm_Orange,"[Station Square-Victoria-OACI]   La station demeure fermée jusqu'à nouvel ordre. Nos équipes s'affairent au nettoyage. Pour ceux qui transitent habituellement par cette station, nous vous recommandons la station Bonaventure.  https://twitter.com/stm_Orange/status/1195045897371078657… https:// tus/1195045897371078657 …  Aucun arrêt des trains sur la ligne ORANGE à la station Square-Victoria-OACI.  #stminfo  C 3",0,0,station square-victoria-oaci station demeure fermée jusqu'à nouvel ordre équipes s'affairent nettoyage pour ceux transitent habituellement cette station nous vous recommandons station bonaventure tus1195045897371078657 aucun arrêt trains ligne station square-victoria-oaci
1458,2019-11-14 15:03:49-05:00,stm_Orange,Service normal du métro  #stminfo  M 1 4,0,1,service normal métro
1459,2019-11-14 15:05:20-05:00,stm_Orange,[Station Square-Victoria-OACI]   La station est maintenant rouverte et accessible à tous nos clients. Veuillez utiliser les entrées situées sur Saint-Jacques et Saint-Antoine pour accéder à la station. Merci de votre compréhension. 9 16 38,0,0,station square-victoria-oaci station maintenant rouverte accessible tous clients veuillez utiliser entrées situées saint-jacques saint-antoine pour accéder station merci votre compréhension
1460,2019-11-15 05:12:51-05:00,stm_Verte,Arrêt ligne VERTE entre L-Groulx et Berri-UQAM. Problème d'équipement sur la voie. Reprise prévue vers 6h00.  #stminfo  B 4 11 1,1,0,arrêt ligne entre l-groulx berri-uqam problème d'équipement voie reprise prévue vers
1461,2019-11-15 06:23:54-05:00,stm_Verte,[Fin de la perturbation]   Reprise graduelle du service. Merci de votre compréhension.,1,1,perturbation reprise graduelle service merci votre compréhension
1462,2019-11-15 06:40:07-05:00,stm_Verte,Service normal du métro  #stminfo  F 3,0,1,service normal métro
1463,2019-11-16 20:54:59-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Personne non autorisée sur la voie. Reprise prévue vers 21h20.  #stminfo  X 1 2,1,0,arrêt ligne entre snowdon st-michel personne autorisée voie reprise prévue vers
1464,2019-11-16 21:04:38-05:00,stm_Bleue,Service normal du métro  #stminfo  Q 1,0,1,service normal métro
1465,2019-11-18 06:30:23-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Dégagement de fumée. Reprise prévue vers 6h55.  #stminfo  F 2 1 2,1,0,arrêt ligne entre snowdon st-michel dégagement fumée reprise prévue vers
1466,2019-11-18 06:33:56-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et L-Groulx. Dégagement de fumée. Reprise prévue vers 6h55.  #stminfo  Q 1 3,1,0,arrêt ligne entre côte-vertu l-groulx dégagement fumée reprise prévue vers
1467,2019-11-18 07:02:35-05:00,stm_Bleue,Arrêt prolongé ligne BLEUE entre Snowdon et St-Michel. Dégagement de fumée. Reprise prévue vers 8h00.  #stminfo  A 1 5 3,1,0,arrêt prolongé ligne entre snowdon st-michel dégagement fumée reprise prévue vers
1468,2019-11-18 07:03:25-05:00,stm_Orange,Service normal du métro sur la ligne ORANGE.  #stminfo  R 3 2 4,0,1,service normal métro ligne
1469,2019-11-18 07:17:40-05:00,stm_Bleue,[Interruption en cours]   Un service spécial de bus est en cours et fait la navette entre les stations Snowdon et Saint-Michel. Vous pouvez retrouver l'arrêt de ces bus sur les plans de quartiers affichés dans l'ensemble des stations. 3 1 3,1,0,interruption cours service spécial cours fait navette entre stations snowdon saint-michel vous pouvez retrouver l'arrêt plans quartiers affichés dans l'ensemble stations
1470,2019-11-18 07:17:40-05:00,stm_Bleue,[Interruption en cours]   Un service spécial de bus est en cours et fait la navette entre les stations Snowdon et Saint-Michel. Vous pouvez retrouver l'arrêt de ces bus sur les plans de quartiers affichés dans l'ensemble des stations. 3 1 3,1,0,interruption cours service spécial cours fait navette entre stations snowdon saint-michel vous pouvez retrouver l'arrêt plans quartiers affichés dans l'ensemble stations
1471,2019-11-18 07:37:21-05:00,stm_Bleue,"[Interruption en cours]   Pour d’autres options pour vos déplacements, utilisez le calculateur d’itinéraires (en décochant option métro)    http://ow.ly/2Mmn50xdCo2 http://",1,0,interruption cours pour d’autres options pour déplacements utilisez calculateur d’itinéraires décochant option métro
1472,2019-11-18 07:37:21-05:00,stm_Bleue,"[Interruption en cours]   Pour d’autres options pour vos déplacements, utilisez le calculateur d’itinéraires (en décochant option métro)    http://ow.ly/2Mmn50xdCo2 http://",1,0,interruption cours pour d’autres options pour déplacements utilisez calculateur d’itinéraires décochant option métro
1473,2019-11-18 07:51:36-05:00,stm_Bleue,[État de service métro]   Reprise graduelle du service. Des délais et un fort achalandage sont à prévoir dans les deux directions. Merci de votre compréhension. 2,1,0,état service métro reprise graduelle service délais fort achalandage sont prévoir dans deux directions merci votre compréhension
1474,2019-11-18 07:51:36-05:00,stm_Bleue,[État de service métro]   Reprise graduelle du service. Des délais et un fort achalandage sont à prévoir dans les deux directions. Merci de votre compréhension. 2,1,0,état service métro reprise graduelle service délais fort achalandage sont prévoir dans deux directions merci votre compréhension
1477,2019-11-18 08:04:43-05:00,stm_Bleue,Service normal du métro  #stminfo  A 4,0,1,service normal métro
1478,2019-11-18 08:04:43-05:00,stm_Bleue,Service normal du métro  #stminfo  A 4,0,1,service normal métro
1479,2019-11-18 17:54:19-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Montmorency. Dégagement de fumée. Reprise prévue vers 18h15.  #stminfo  Z 10 6 1,1,0,arrêt ligne entre côte-vertu montncy dégagement fumée reprise prévue vers
1480,2019-11-18 18:03:42-05:00,stm_Orange,Arrêt ligne ORANGE entre Sherbrooke et Montmorency. Dégagement de fumée. Reprise prévue vers 18h45.  #stminfo  G 14 13 6,1,0,arrêt ligne entre sherbrooke montncy dégagement fumée reprise prévue vers
1481,2019-11-18 18:16:31-05:00,stm_Orange,"[Interruption en cours]   Pour d’autres options pour vos déplacements, utilisez le calculateur d’itinéraires (en décochant option métro)    http://ow.ly/Cl5050xelVX http:// 2",1,0,interruption cours pour d’autres options pour déplacements utilisez calculateur d’itinéraires décochant option métro
1482,2019-11-18 18:17:17-05:00,stm_Orange,Arrêt ligne ORANGE entre Beaubien et Montmorency. Dégagement de fumée. Reprise prévue vers 18h45.  #stminfo  P 4 5,1,0,arrêt ligne entre beaubien montncy dégagement fumée reprise prévue vers
1483,2019-11-18 18:22:54-05:00,stm_Orange,[Interruption en cours]   Un service spécial de bus est en place et fait la navette entre les stations Beaubien et Montmorency. Vous pouvez retrouver l'arrêt de ces bus sur les plans de quartiers affichés dans l'ensemble des stations. 8 3 4,1,0,interruption cours service spécial place fait navette entre stations beaubien montncy vous pouvez retrouver l'arrêt plans quartiers affichés dans l'ensemble stations
1484,2019-11-18 18:30:07-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  C 3 2 2,1,0,reprise graduelle service ligne
1485,2019-11-18 18:33:01-05:00,stm_Orange,[État du service métro]   Reprise graduelle du service. Des délais et un fort achalandage sont à prévoir dans les deux directions. Merci de votre compréhension. 2 1,1,0,état service métro reprise graduelle service délais fort achalandage sont prévoir dans deux directions merci votre compréhension
1487,2019-11-18 19:03:15-05:00,stm_Orange,Service normal du métro  #stminfo  X 1 1 2,0,1,service normal métro
1488,2019-11-19 16:36:39-05:00,stm_Verte,"Hello, regular service is gradually resuming following a service slowdown due to a blocked train door. Thank you!",0,0,hello regular service gradually resuming following service slowdown blocked train door thank
1489,2019-11-21 08:56:56-05:00,stm_Orange,"Bonjour, les ralentissements de service de ce matin sont dus à des interventions auprès de personnes malades à bord des trains. Merci de votre compréhension. 1 1",0,0,bonjour ralentissements service matin sont interventions auprès personnes malades bord trains merci votre compréhension
1490,2019-11-21 15:15:18-05:00,stm_Verte,Arrêt ligne VERTE entre Berri-UQAM et H-Beaugrand. Inter. services médicaux d'urgence. Reprise prévue vers 16h15.  #stminfo  O 2 12 1,1,0,arrêt ligne entre berri-uqam h-beaugrand inter services médicaux d'urgence reprise prévue vers
1491,2019-11-21 15:26:15-05:00,stm_Verte,"[Interruption en cours]   Pour d’autres options pour vos déplacements, utilisez le calculateur d’itinéraires (en décochant l’option métro)    http://ow.ly/StEy50xhq4S http:// 2",1,0,interruption cours pour d’autres options pour déplacements utilisez calculateur d’itinéraires décochant l’option métro
1492,2019-11-21 15:40:25-05:00,stm_Verte,[Interruption en cours]   Un service spécial de bus s’installe entre Berri-UQAM et Honoré-Beaugrand. L'emplacement des arrêts de ces bus se trouve sur les plans de quartier affichés dans l'ensemble des stations.    http://ow.ly/DMhs50xhqEo http:// 3 2,1,0,interruption cours service spécial s’installe entre berri-uqam honoré-beaugrand l'emplacement arrêts trouve plans quartier affichés dans l'ensemble stations
1493,2019-11-21 16:07:33-05:00,stm_Verte,Service normal du métro  #stminfo  E 3 2,0,1,service normal métro
1495,2019-11-22 15:00:26-05:00,stm_Jaune,"[Station Jean-Drapeau]   Mise en service de nouveaux ascenseurs aujourd’hui! 1ère station accessible de la ligne, elle est grandement fréquentée par les familles avec enfants qui pourront en bénéficier. 

Comment y accéder?    http://ow.ly/kIkB50xijpx http:// 4",0,0,station jean-drapeau mise service nouveaux ascenseurs aujourd’hui 1ère station accessible ligne elle grandement fréquentée familles avec enfants pourront bénéficier comment accéder
1496,2019-11-27 20:42:45-05:00,stm_Orange,Aucun arrêt des trains sur la ligne ORANGE à la station Lucien-L'Allier.  #stminfo  N 1,0,0,aucun arrêt trains ligne station lucien-l'allier
1497,2019-11-27 22:45:50-05:00,stm_Orange,Service normal du métro  #stminfo  R 2,0,1,service normal métro
1498,2019-11-28 12:39:16-05:00,stm_Orange,Le service va reprendre sous peu. Il y a eu une intervention près de la station Côte-Vertu.,0,0,service reprendre sous intervention près station côte-vertu
1499,2019-11-28 14:26:22-05:00,stm_Orange,Arrêt ligne ORANGE entre Berri-UQAM et H-Bourassa. Problème d'équipement sur la voie. Reprise prévue vers 14h55.  #stminfo  W 4 12 1,1,0,arrêt ligne entre berri-uqam h-bourassa problème d'équipement voie reprise prévue vers
1500,2019-11-28 14:38:04-05:00,stm_Orange,[Interruption en cours]   Un service spécial de bus a été demandé et est en cours d'installation entre les stations B-UQAM et H-Bourassa. Vous pouvez retrouver l'arrêt de ces bus sur les plans de quartiers affichés dans l'ensemble des stations.  stm.info stm.info Plans des réseaux Plans des réseaux Plan du réseau 2023 Plan du réseau 2023 1,1,0,interruption cours service spécial demandé cours d'installation entre stations b-uqam h-bourassa vous pouvez retrouver l'arrêt plans quartiers affichés dans l'ensemble stations stminfo stminfo plans réseaux plans réseaux plan réseau 2023 plan réseau 2023
1501,2019-11-28 14:49:03-05:00,stm_Orange,Arrêt prolongé ligne ORANGE entre Berri-UQAM et H-Bourassa. Problème d'équipement sur la voie. Reprise prévue vers 15h20.  #stminfo  S 3 6,1,0,arrêt prolongé ligne entre berri-uqam h-bourassa problème d'équipement voie reprise prévue vers
1502,2019-11-28 14:59:24-05:00,stm_Orange,[Interruption en cours]   Un service spécial de bus est en cours et fait la navette entre les stations Berri-UQAM et Henri-Bourassa. Vous pouvez retrouver l'arrêt de ces bus sur les plans de quartiers affichés dans l'ensemble des stations.  Arrêt prolongé ligne ORANGE entre Berri-UQAM et H-Bourassa. Problème d'équipement sur la voie. Reprise prévue vers 15h20.  #stminfo  S 4,1,0,interruption cours service spécial cours fait navette entre stations berri-uqam henri-bourassa vous pouvez retrouver l'arrêt plans quartiers affichés dans l'ensemble stations arrêt prolongé ligne entre berri-uqam h-bourassa problème d'équipement voie reprise prévue vers
1503,2019-11-28 15:00:58-05:00,stm_Orange,Arrêt ligne ORANGE entre Berri-UQAM et H-Bourassa. Incident. Reprise prévue vers 15h20.  #stminfo  D 1 2 2,1,0,arrêt ligne entre berri-uqam h-bourassa incident reprise prévue vers
1504,2019-11-28 15:14:09-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  Q 1 3 2,1,0,reprise graduelle service ligne
1505,2019-11-28 15:25:58-05:00,stm_Orange,[État de service métro]   Reprise graduelle du service. Des délais et un fort achalandage sont à prévoir dans les deux directions. Merci de votre compréhension. 3 3,1,0,état service métro reprise graduelle service délais fort achalandage sont prévoir dans deux directions merci votre compréhension
1507,2019-11-28 16:51:32-05:00,stm_Orange,Service normal du métro  #stminfo  U 1 3,0,1,service normal métro
1508,2019-11-28 22:06:24-05:00,stm_Verte,Arrêt ligne VERTE entre Atwater et H-Beaugrand. Inter. services médicaux d'urgence. Reprise prévue vers 22h25.  #stminfo  M 2 3,1,0,arrêt ligne entre atwater h-beaugrand inter services médicaux d'urgence reprise prévue vers
1509,2019-11-28 22:24:30-05:00,stm_Verte,Reprise graduelle du service sur la ligne VERTE.  #stminfo  F 1 2,1,0,reprise graduelle service ligne
1510,2019-11-28 22:44:29-05:00,stm_Verte,Service normal du métro  #stminfo  N,0,1,service normal métro
1511,2019-11-30 23:14:20-05:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et H-Beaugrand. Personne non autorisée sur la voie. Reprise prévue vers 23h40.  #stminfo  K 2,1,0,arrêt ligne entre angrignon h-beaugrand personne autorisée voie reprise prévue vers
1512,2019-11-30 23:24:41-05:00,stm_Verte,Service normal du métro  #stminfo  E 1,0,1,service normal métro
1513,2019-12-02 10:01:27-05:00,stm_Verte,"[Station Langelier]   La station est maintenant branchée au réseau mobile 3G et 4G LTE. Plus que jamais, vous pourrez utiliser les outils pour faciliter vos déplacements et être informé de l'état du service!

Infos    http://ow.ly/XMcE50xneNL http:// 3 20",0,0,station langelier station maintenant branchée réseau mobile plus jamais vous pourrez utiliser outils pour faciliter déplacements être informé l'état service infos
1514,2019-12-03 16:19:56-05:00,stm_Verte,"Bonjour, il y a eu un ralentissement sur la ligne Verte, mais le service régulier reprend en ce moment - merci!",0,0,bonjour ralentissement ligne verte mais service régulier reprend moment merci
1515,2019-12-06 17:20:13-05:00,stm_Orange,Arrêt ligne ORANGE entre Crémazie et H-Bourassa. Personne blessée ou malade. Reprise prévue vers 17h35.  #stminfo  P 4 4 1,1,0,arrêt ligne entre crémazie h-bourassa personne blessée malade reprise prévue vers
1516,2019-12-06 17:28:33-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  U 2 2 2,1,0,reprise graduelle service ligne
1517,2019-12-06 18:49:13-05:00,stm_Orange,Service normal du métro  #stminfo  H 1,0,1,service normal métro
1518,2019-12-07 12:02:47-05:00,stm_Orange,Il y a eu un ralentissement de service de 5 minutes en raison d'un incident à la station Jarry. Le service est désormais régulier. Bonne journée. 1,0,0,ralentissement service minutes raison d'un incident station jarry service désormais régulier bonne journée
1519,2019-12-07 13:24:04-05:00,stm_Orange,Est-ce que vous pouvez nous préciser la station ainsi que la direction afin que nous fassions un suivi?,0,0,est-ce vous pouvez nous préciser station ainsi direction afin nous fassions suivi
1520,2019-12-07 13:27:46-05:00,stm_Orange,"Êtes-vous à bord? Si c'est le cas, est-ce que vous pouvez nous donner le numéro de voiture de métro dans laquelle vous êtes. Nous allons communiquer avec l'opérateur à l'instant. 1",0,0,êtes-vous bord c'est est-ce vous pouvez nous donner numéro voiture métro dans laquelle vous êtes nous allons communiquer avec l'opérateur l'instant
1521,2019-12-07 13:31:00-05:00,stm_Orange,Merci de l'information. Nous faisons le suivi. Bonne journée!,0,0,merci l'information nous faisons suivi bonne journée
1522,2019-12-08 15:16:09-05:00,stm_Orange,Arrêt ligne ORANGE entre Côte-Vertu et Montmorency. Personne non autorisée sur la voie. Reprise prévue vers 15h40.  #stminfo  S 3,1,0,arrêt ligne entre côte-vertu montncy personne autorisée voie reprise prévue vers
1523,2019-12-08 15:17:11-05:00,stm_Orange,Service normal du métro  #stminfo  E 3 1,0,1,service normal métro
1524,2019-12-09 00:42:16-05:00,stm_Jaune,Arrêt ligne JAUNE entre Longueuil et Berri-UQAM. Problème d'équipement sur la voie. Reprise prévue vers 1h10.  #stminfo  G,1,0,arrêt ligne entre longueuil berri-uqam problème d'équipement voie reprise prévue vers
1525,2019-12-09 00:49:46-05:00,stm_Jaune,Service normal du métro  #stminfo  B,0,1,service normal métro
1526,2019-12-09 09:46:21-05:00,stm_Jaune,Arrêt ligne JAUNE entre Longueuil et Berri-UQAM. Problème d'équipement sur la voie. Reprise prévue vers 10h15.  #stminfo  P 4,1,0,arrêt ligne entre longueuil berri-uqam problème d'équipement voie reprise prévue vers
1527,2019-12-09 10:13:42-05:00,stm_Jaune,Arrêt prolongé ligne JAUNE entre Longueuil et Berri-UQAM. Problème d'équipement sur la voie. Reprise prévue vers 10h30.  #stminfo  O 4 1,1,0,arrêt prolongé ligne entre longueuil berri-uqam problème d'équipement voie reprise prévue vers
1528,2019-12-09 10:27:51-05:00,stm_Jaune,Service normal du métro  #stminfo  D 2,0,1,service normal métro
1529,2019-12-09 18:30:28-05:00,stm_Orange,Arrêt ligne ORANGE entre Crémazie et Montmorency. Personne blessée ou malade. Reprise prévue vers 19h00.  #stminfo  I 2 1,1,0,arrêt ligne entre crémazie montncy personne blessée malade reprise prévue vers
1530,2019-12-09 18:31:47-05:00,stm_Orange,Reprise graduelle du service sur la ligne ORANGE.  #stminfo  B,1,0,reprise graduelle service ligne
1531,2019-12-09 18:48:24-05:00,stm_Orange,Service normal du métro  #stminfo  S,0,1,service normal métro
1532,2019-12-11 08:10:08-05:00,stm_Verte,"[Info réseau]   Le Centre de services Berri fermera ses portes le 20 décembre. Pour recevoir des services après-vente, rendez-vous dans l’un de nos 16 Espaces clients ou profitez de nouveaux services offerts dans toutes les stations du métro!    http://ow.ly/4TnF50xxjkx http:// 2 1 2",0,0,info réseau centre services berri fermera portes décembre pour recevoir services après-vente rendez-vous dans l’un espaces clients profitez nouveaux services offerts dans toutes stations métro
1533,2019-12-11 08:10:08-05:00,stm_Orange,"[Info réseau]   Le Centre de services Berri fermera ses portes le 20 décembre. Pour recevoir des services après-vente, rendez-vous dans l’un de nos 16 Espaces clients ou profitez de nouveaux services offerts dans toutes les stations du métro!    http://ow.ly/hjXi50xxjiT http:// 1 3 2",0,0,info réseau centre services berri fermera portes décembre pour recevoir services après-vente rendez-vous dans l’un espaces clients profitez nouveaux services offerts dans toutes stations métro
1534,2019-12-11 08:10:09-05:00,stm_Jaune,"[Info réseau]   Le Centre de services Berri fermera ses portes le 20 décembre. Pour recevoir des services après-vente, rendez-vous dans l’un de nos 16 Espaces clients ou profitez de nouveaux services offerts dans toutes les stations du métro!    http://ow.ly/3WrG50xxjjD http:// 2",0,0,info réseau centre services berri fermera portes décembre pour recevoir services après-vente rendez-vous dans l’un espaces clients profitez nouveaux services offerts dans toutes stations métro
1535,2019-12-11 08:10:10-05:00,stm_Bleue,"[Info réseau]   Le Centre de services Berri fermera ses portes le 20 décembre. Pour recevoir des services après-vente, rendez-vous dans l’un de nos 16 Espaces clients ou profitez de nouveaux services offerts dans toutes les stations du métro!    http://ow.ly/3I8Z50xxjk9 http:// 1 1 1",0,0,info réseau centre services berri fermera portes décembre pour recevoir services après-vente rendez-vous dans l’un espaces clients profitez nouveaux services offerts dans toutes stations métro
